"Date","Price","Open","High","Low","Change %"
"Mar 21, 2022","0.2130","0.2180","0.2310","0.2080","-4.53%"
"Mar 20, 2022","0.2231","0.2231","0.2231","0.2231","0.95%"
"Mar 18, 2022","0.2210","0.2310","0.2430","0.1950","30.00%"
"Mar 17, 2022","0.1700","0.2260","0.2660","0.1650","-25.44%"
"Mar 16, 2022","0.2280","0.2230","0.2690","0.2150","8.57%"
"Mar 15, 2022","0.2100","0.2280","0.2740","0.2080","-3.67%"
"Mar 14, 2022","0.2180","0.1930","0.2230","0.1930","13.13%"
"Mar 13, 2022","0.1927","0.1927","0.1927","0.1927","-2.68%"
"Mar 11, 2022","0.1980","0.1930","0.2050","0.1830","50.00%"
"Mar 10, 2022","0.1320","0.1570","0.1800","0.1290","-20.00%"
"Mar 09, 2022","0.1650","0.1700","0.1720","0.1500","5.10%"
"Mar 08, 2022","0.1570","0.1880","0.2130","0.1550","-11.30%"
"Mar 07, 2022","0.1770","0.2080","0.2080","0.1670","-12.72%"
"Mar 06, 2022","0.2028","0.1825","0.2028","0.1825","10.82%"
"Mar 04, 2022","0.1830","0.2080","0.2080","0.1770","-2.66%"
"Mar 03, 2022","0.1880","0.1220","0.1880","0.1170","40.30%"
"Mar 02, 2022","0.1340","0.1010","0.1390","0.0960","26.42%"
"Mar 01, 2022","0.1060","0.0730","0.1140","0.0610","73.77%"
"Feb 28, 2022","0.0610","0.0680","0.0790","0.0460","-10.82%"
"Feb 27, 2022","0.0684","0.0684","0.0684","0.0684","0.59%"
"Feb 25, 2022","0.0680","0.0810","0.0810","0.0530","195.65%"
"Feb 24, 2022","0.0230","0.0300","0.0560","0.0200","-17.86%"
"Feb 23, 2022","0.0280","0.0300","0.0380","0.0200","-6.67%"
"Feb 22, 2022","0.0300","0.0460","0.0560","0.0250","-15.49%"
"Feb 21, 2022","0.0355","0.0355","0.0355","0.0355","18.33%"
"Feb 18, 2022","0.0300","0.0760","0.0760","0.0300","-9.09%"
"Feb 17, 2022","0.0330","0.0250","0.0560","0.0250","-5.71%"
"Feb 16, 2022","0.0350","0.0280","0.0510","0.0250","25.00%"
"Feb 15, 2022","0.0280","0.0300","0.0580","0.0230","-6.67%"
"Feb 14, 2022","0.0300","0.0510","0.0510","0.0200","-40.83%"
"Feb 13, 2022","0.0507","0.0507","0.0507","0.0507","10.22%"
"Feb 11, 2022","0.0460","0.0760","0.0990","0.0360","-20.69%"
"Feb 10, 2022","0.0580","0.0360","0.0660","0.0280","75.76%"
"Feb 09, 2022","0.0330","0.0480","0.0510","0.0330","-23.26%"
"Feb 08, 2022","0.0430","0.0410","0.0510","0.0330","22.86%"
"Feb 07, 2022","0.0350","0.0410","0.0410","0.0360","-30.97%"
"Feb 06, 2022","0.0507","0.0507","0.0507","0.0507","23.66%"
"Feb 04, 2022","0.0410","0.0480","0.0480","0.0360","24.24%"
"Feb 03, 2022","0.0330","0.0460","0.0510","0.0330","-5.71%"
"Feb 02, 2022","0.0350","0.0480","0.0560","0.0330","-27.08%"
"Feb 01, 2022","0.0480","0.0460","0.0530","0.0380","17.07%"
"Jan 31, 2022","0.0410","0.0510","0.0510","0.0360","-22.93%"
"Jan 30, 2022","0.0532","0.0406","0.0532","0.0406","23.72%"
"Jan 28, 2022","0.0430","0.0410","0.0430","0.0410","22.86%"
"Jan 27, 2022","0.0350","0.0460","0.0530","0.0300","-18.60%"
"Jan 26, 2022","0.0430","0.0510","0.0580","0.0380","-6.52%"
